ucaryb	Les capteurs de températures sur la planète rapportent des températures particulièrement basses. Pas assez pour remettre en question la survie de votre espèce (ou des espèces endémiques), mais les prochains hivers seront rudes pour la biosphère.
kvyxp6	Un des stagiaires de votre équipe vient vous voir. Il vous explique nerveusement qu'il croit avoir remarqué quelquechose aujourd'hui, mais qu'il n'en est pas très sûr. Alors qu'il observait un groupe de spécimens jouant dans la neige, avec une paire de jumelles high-tech provenant de votre laboratoire, il a cru voir des individus qui émettaient un faible halo lumineux.
72cqkp	“C'est totalement ridicule. La prochaine fois, n'oubliez pas de désactiver la vision thermique des jumelles avant de me faire perdre mon temps.” Le stagiaire ne cherche pas à vous contredire et repart.
0rru3p	“C'est étrange. Notre espèce n'est pas du tout supposée émettre de la lumière. Et je n'ai jamais vu un spécimen briller, même faiblement. Merci d'avoir remonté l'information, je vais m'en charger.”
ea6t4e	Sortant d'une réunion particulièrement (et inutilement) longue avec votre responsable, vous décidez sans trop y penser de jeter un oeil au flux vidéo d'un de vos drones de surveillance. Celui-ci surveille de loin un groupe de spécimens. À première vue, tout semble normal, puis vous remarquez quelquechose : il y a une sorte de halo lumineux autour des specimens. C'est comme si ils émettaient inexplicablement de la lumière. Il va falloir tirer ça au clair - ça ne faisait certainement pas partie de vos spécifications...
rfc0sn	“Qu'est-ce qui pourrait bien causer cela ?”
3jtisi	Étudier l'alimentation des spécimens, quelquechose a peut-être changé
4z5ddm	Rechercher dans le code génétique de l'espèce une section d'ADN qui provoquerait le halo
x9lbom	“Quand on y pense, ça ressemble juste au cours normal de l'évolution. Des températures plus basses, c'est des sources de nourriture plus rares. Une espèce qui émet de la lumière peut chercher à manger même dans le noir, un avantage évolutif certain par rapport aux autres.”
e4a94q	Votre étude sur les sources de nourriture et les changements qu'elles auraient pu subir ne donnent aucun résultat. Rien dans les données n'expose ne serait-ce qu'un début de piste expliquant les spécimens lumineux.
imaxpb	Rechercher dans le code génétique de l'espèce une section d'ADN qui provoquerait le halo
ynl247	“Quand on y pense, ça ressemble juste au cours normal de l'évolution. Des températures plus basses, c'est des sources de nourriture plus rares. Une espèce qui émet de la lumière peut chercher à manger même dans le noir, un avantage évolutif certain par rapport aux autres.”
1jo1ba	Le climat revient enfin à des températures plus clémentes. L'écosystème va probablement en bénéficier. Il n'y a plus de rapports concernant des spécimens lumineux - la mutation n'était peut-être pas si avantageuse que ça du point de vue évolutif.
sc1t7p	Une première passe sur l'ADN de votre espèce ne donne aucun résultat : il n'y a aucun gène codant pour une protéine qui émettrait de la lumière. Cependant, un des scientifiques de votre équipe propose de faire une deuxième passe plus méticuleuse, et cette fois de ne sauter aucune portion de l'ADN. Cette intuition s'avère juste : quelquepart dans une section censément non-codante, on trouve une portion correspondant à une protéine luminescente. Pourquoi cette portion n'est pas ignorée est encore inexpliqué. Elle fait partie d'un chromosome fourni par une tierce partie, une entreprise privée. Tout est si obfusqué que chercher à la comprendre revient à déméler un plat de spaghetti.
wxorjj	“Peu importe. Je trouverai tout seul comment régler ça, aucun génome ne peut me résister avec j'ai un peu de CRISPER-Cas9”
i7giwp	“Quelqu'un d'autre a forcément déjà rencontré ce souci. Il y a sûrement un patch quelque part sur l'internet de l'espace.”
suxi3m	“Cette entreprise va avoir de mes nouvelles. On les paye une fortune, tout ça pour récupèrer des produits bas-de-gamme.”
hz9wvr	Vous supprimez la portion d'ADN en entier. Avec un peu de chance, il n'y aura pas d'effet secondaire.
ekwcan	Après une ou deux heures à faire vos recherches en ligne, vous finissez par trouver quelquechose d'utile : un article de blog écrit par un grossiste en génome, qui explique avoir reçu récemment un grand nombre de plaintes de ses clients. Par exemple une éleveuse qui, en se réveillant en plein milieu de la nuit, s'est rendu compte que toutes ses vaches de l'espace brillaient dans le noir. L'article explique ensuite comment le grossiste a isolé la cause du souci : le coupable est bien le chromosome portant le gène luminescent qui vous intéresse. Il s'avère que l'entreprise qui a créé ce chromosome n'a pas fait de tests qualité avancés, et dès que les températures baissent trop, cela active le gène luminescent. L'article finit avec un lien pour télécharger une version patchée du chromosome.
t9ysvz	“C'est sympa de leur part de partager le patch ! On va économiser du temps et de l'argent en l'utilisant.”
6h5suv	“L'explication semble plausible. Mais c'est pas demain la veille qu'on me verra utiliser un patch ADN d'un blog quelconque. Je vais supprimer le gène moi-même.”
4wg7r1	La version mise à jour du génome de votre espèce est déployée chez les spécimens de la planète, par l'intermédiaire de drones larguant des enzymes ciblées. En à peine une semaine, c'est quasiment tous les spécimens qui ont été traités. Peut-être que les enzymes ont pu avoir des effets collatéraux sur d'autres composants de l'écosystème, mais on ne fait pas d'omelette sans casser des oeufs, n'est-ce pas ?
86wp0b	Vous appelez l'entreprise qui a créé l'ADN défectueuse. Après quasiment une heure à écouter une musique insupportable pourtant supposée vous aider à patienter, quelqu'un finit par décrocher. Vous passez une heure de plus à essayer d'expliquer votre problême, mais il apparaît clairement que l'employé ne pourra pas faire quelquechose pour vous à son échelle. À force de négociation, vous obtenez de parler à un responsable. Celui-ci essaye immédiatement de calmer la situation. Évidemment, ils ne tiennent pas à ce que le public apprenne qu'ils ont totalement raté un gène. Le responsable vous offre une version patchée du gène, de payer pour les drones spécialisés qui le déploieront, et il accepte même de payer des compensations supplémentaires en guise d'excuses.
